participant,recording_public_id,alpha_low_hz,alpha_high_hz,alpha_band_hz,trial_id,block,cue_index,cue_side,had_change,target_side,hit,miss,correct_rejection,behavior_correct,cue_time_rel_s,excluded_ocular,rejected_amplitude,included,analysis,window,PO7_alpha_db,PO8_alpha_db,OZ_alpha_db,PZ_alpha_db,contra_channel,ipsi_channel,contra_alpha_db,ipsi_alpha_db,contra_minus_ipsi_db,po8_minus_po7_db
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_8,2,27,R,False,,False,False,True,True,281.53211903676856,False,False,True,cue_locked,cue_0p3_1p2,-1.5138237505594734,-2.231050349173337,0.4002018356804315,-5.933351576166982,PO7,PO8,-1.5138237505594734,-2.231050349173337,0.7172265986138637,-0.7172265986138637
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_8,2,27,R,False,,False,False,True,True,281.53211903676856,False,False,True,cue_locked,cue_0p5_1p2,-2.4616438468410298,-2.7756974381767305,-0.1551404603379894,-5.408018000142977,PO7,PO8,-2.4616438468410298,-2.7756974381767305,0.3140535913357007,-0.3140535913357007
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_8,2,27,R,False,,False,False,True,True,281.53211903676856,False,False,True,cue_locked,cue_0p5_1p9,-3.184161988396641,-3.3236880175710084,-0.8478720699297116,-4.658194354716432,PO7,PO8,-3.184161988396641,-3.3236880175710084,0.1395260291743669,-0.1395260291743669
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_8,2,27,R,False,,False,False,True,True,281.53211903676856,False,False,True,cue_locked,cue_1p3_2p1_target_interval,-3.825477864606035,-2.141448035972612,-0.6686402522585859,-5.305552696444396,PO7,PO8,-3.825477864606035,-2.141448035972612,-1.684029828633424,1.684029828633424
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_9,2,28,R,False,,False,False,True,True,285.68112401664257,False,False,True,cue_locked,cue_0p3_1p2,-1.9575517725535851,-3.500304466968215,-1.6998883387471488,-3.368358553100592,PO7,PO8,-1.9575517725535851,-3.500304466968215,1.5427526944146297,-1.5427526944146297
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_9,2,28,R,False,,False,False,True,True,285.68112401664257,False,False,True,cue_locked,cue_0p5_1p2,-3.389046148410661,-3.0190317966375693,-1.980781415059133,-3.60354849010789,PO7,PO8,-3.389046148410661,-3.0190317966375693,-0.3700143517730918,0.3700143517730918
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_9,2,28,R,False,,False,False,True,True,285.68112401664257,False,False,True,cue_locked,cue_0p5_1p9,-2.6113119907651634,-2.9053010760189224,-1.4664681409016302,-4.907041368101913,PO7,PO8,-2.6113119907651634,-2.9053010760189224,0.293989085253759,-0.293989085253759
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_9,2,28,R,False,,False,False,True,True,285.68112401664257,False,False,True,cue_locked,cue_1p3_2p1_target_interval,-1.230287869752116,-1.9982335578803292,0.2671808816556983,-5.729728802713462,PO7,PO8,-1.230287869752116,-1.9982335578803292,0.7679456881282134,-0.7679456881282134
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_10,2,29,L,True,L,True,False,False,True,289.8137075966224,False,False,True,cue_locked,cue_0p3_1p2,4.266106685248323,8.628107705170754,5.472487385492702,2.70651635066039,PO8,PO7,8.628107705170754,4.266106685248323,4.362001019922431,4.362001019922431
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_10,2,29,L,True,L,True,False,False,True,289.8137075966224,False,False,True,cue_locked,cue_0p5_1p2,4.3954542342925365,9.521712198596523,6.2059948273853,2.5804073642968017,PO8,PO7,9.521712198596523,4.3954542342925365,5.1262579643039885,5.1262579643039885
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_10,2,29,L,True,L,True,False,False,True,289.8137075966224,False,False,True,cue_locked,cue_0p5_1p9,3.757882838849183,8.695400098717844,5.002302021769882,2.838164051699702,PO8,PO7,8.695400098717844,3.757882838849183,4.937517259868661,4.937517259868661
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_10,2,29,L,True,L,True,False,False,True,289.8137075966224,False,False,True,cue_locked,cue_1p3_2p1_target_interval,2.3882470460998872,7.241820275209035,2.622399886520381,2.273598054403986,PO8,PO7,7.241820275209035,2.3882470460998872,4.853573229109148,4.853573229109148
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_11,2,30,L,False,,False,False,True,True,294.013356576208,False,False,True,cue_locked,cue_0p3_1p2,-3.890935740548783,-2.6451493163532307,0.663779844614977,-3.9661267589479134,PO8,PO7,-2.6451493163532307,-3.890935740548783,1.245786424195552,1.245786424195552
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_11,2,30,L,False,,False,False,True,True,294.013356576208,False,False,True,cue_locked,cue_0p5_1p2,-3.5357589620202035,-1.849860670231478,1.4852549645146844,-3.4977504171160594,PO8,PO7,-1.849860670231478,-3.5357589620202035,1.6858982917887255,1.6858982917887255
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_11,2,30,L,False,,False,False,True,True,294.013356576208,False,False,True,cue_locked,cue_0p5_1p9,-0.0416628035620346,-2.55690637047014,2.975585967243168,-3.869153293752827,PO8,PO7,-2.55690637047014,-0.0416628035620346,-2.515243566908105,-2.515243566908105
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_11,2,30,L,False,,False,False,True,True,294.013356576208,False,False,True,cue_locked,cue_1p3_2p1_target_interval,1.215771041144324,-3.361522846509841,3.692643029819742,-4.648146789081537,PO8,PO7,-3.361522846509841,1.215771041144324,-4.577293887654165,-4.577293887654165
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_12,2,31,L,True,L,True,False,False,True,298.1646995561896,False,False,True,cue_locked,cue_0p3_1p2,-4.985774814872071,-7.632515331051244,-4.311062808750408,-3.03796594285184,PO8,PO7,-7.632515331051244,-4.985774814872071,-2.6467405161791726,-2.6467405161791726
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_12,2,31,L,True,L,True,False,False,True,298.1646995561896,False,False,True,cue_locked,cue_0p5_1p2,-4.56354521055212,-8.244108849801444,-4.620922948022446,-3.728122242162161,PO8,PO7,-8.244108849801444,-4.56354521055212,-3.680563639249324,-3.680563639249324
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_12,2,31,L,True,L,True,False,False,True,298.1646995561896,False,False,True,cue_locked,cue_0p5_1p9,-1.4594655408011648,-3.809549532400628,-2.567159382721452,-2.538772037426086,PO8,PO7,-3.809549532400628,-1.4594655408011648,-2.350083991599464,-2.350083991599464
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_12,2,31,L,True,L,True,False,False,True,298.1646995561896,False,False,True,cue_locked,cue_1p3_2p1_target_interval,-0.1906078074408962,-1.8154017285469293,-1.4264319360566935,-1.861267616537663,PO8,PO7,-1.8154017285469293,-0.1906078074408962,-1.624793921106033,-1.624793921106033
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_13,2,32,L,True,L,True,False,False,True,302.3463976359926,False,False,True,cue_locked,cue_0p3_1p2,-0.5415655901204421,-2.939600205501336,-3.911945018473367,-1.3544045926282409,PO8,PO7,-2.939600205501336,-0.5415655901204421,-2.398034615380894,-2.398034615380894
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_13,2,32,L,True,L,True,False,False,True,302.3463976359926,False,False,True,cue_locked,cue_0p5_1p2,-0.6811957983492302,-2.7448643654957423,-3.43009124117978,-1.7662317860732577,PO8,PO7,-2.7448643654957423,-0.6811957983492302,-2.0636685671465123,-2.0636685671465123
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_13,2,32,L,True,L,True,False,False,True,302.3463976359926,False,False,True,cue_locked,cue_0p5_1p9,-2.8986085532736814,-5.025790011732831,-5.293906877476401,-4.2964441541833525,PO8,PO7,-5.025790011732831,-2.8986085532736814,-2.127181458459149,-2.127181458459149
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_13,2,32,L,True,L,True,False,False,True,302.3463976359926,False,False,True,cue_locked,cue_1p3_2p1_target_interval,-7.982301243807997,-11.10115786102938,-8.44807773928336,-11.30942590592051,PO8,PO7,-11.10115786102938,-7.982301243807997,-3.1188566172213825,-3.1188566172213825
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_14,2,33,L,True,L,True,False,False,True,306.5629396154545,False,False,True,cue_locked,cue_0p3_1p2,-6.3637480436263125,-5.250874487032233,-3.9284604860778582,-6.767981002396382,PO8,PO7,-5.250874487032233,-6.3637480436263125,1.1128735565940795,1.1128735565940795
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_14,2,33,L,True,L,True,False,False,True,306.5629396154545,False,False,True,cue_locked,cue_0p5_1p2,-6.458080973753397,-5.129971864552586,-3.3123999893150406,-6.843945059284064,PO8,PO7,-5.129971864552586,-6.458080973753397,1.3281091092008106,1.3281091092008106
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_14,2,33,L,True,L,True,False,False,True,306.5629396154545,False,False,True,cue_locked,cue_0p5_1p9,-6.355026578434301,-5.309544210214345,-3.223152724405867,-5.461887242373059,PO8,PO7,-5.309544210214345,-6.355026578434301,1.0454823682199557,1.0454823682199557
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_14,2,33,L,True,L,True,False,False,True,306.5629396154545,False,False,True,cue_locked,cue_1p3_2p1_target_interval,-4.646587885581626,-6.060407556487169,-2.970798310052683,-2.922319072307844,PO8,PO7,-6.060407556487169,-4.646587885581626,-1.4138196709055428,-1.4138196709055428
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_15,2,34,R,False,,False,False,True,True,310.74499159515835,False,False,True,cue_locked,cue_0p3_1p2,-9.22542643371134,-7.145736704853146,-7.259105349035686,-7.4345856223299025,PO7,PO8,-9.22542643371134,-7.145736704853146,-2.0796897288581957,2.0796897288581957
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_15,2,34,R,False,,False,False,True,True,310.74499159515835,False,False,True,cue_locked,cue_0p5_1p2,-9.180073913228586,-7.776074649237992,-7.584828860616141,-6.710080824106671,PO7,PO8,-9.180073913228586,-7.776074649237992,-1.4039992639905945,1.4039992639905945
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_15,2,34,R,False,,False,False,True,True,310.74499159515835,False,False,True,cue_locked,cue_0p5_1p9,-9.27751670413554,-8.939694556451798,-8.003264282224144,-5.276189817681514,PO7,PO8,-9.27751670413554,-8.939694556451798,-0.3378221476837417,0.3378221476837417
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_15,2,34,R,False,,False,False,True,True,310.74499159515835,False,False,True,cue_locked,cue_1p3_2p1_target_interval,-10.368259134641631,-10.533884574993335,-9.533948078679511,-5.384567702349261,PO7,PO8,-10.368259134641631,-10.533884574993335,0.1656254403517021,-0.1656254403517021
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_16,2,35,L,False,,False,False,True,True,314.8953749751672,False,False,True,cue_locked,cue_0p3_1p2,0.3293739969330235,-2.5027384092696408,1.2830954418436278,-5.584733222518637,PO8,PO7,-2.5027384092696408,0.3293739969330235,-2.8321124062026644,-2.8321124062026644
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_16,2,35,L,False,,False,False,True,True,314.8953749751672,False,False,True,cue_locked,cue_0p5_1p2,-1.3584395421108242,-2.7157513797050417,1.415561527103682,-7.396785138248791,PO8,PO7,-2.7157513797050417,-1.3584395421108242,-1.3573118375942177,-1.3573118375942177
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_16,2,35,L,False,,False,False,True,True,314.8953749751672,False,False,True,cue_locked,cue_0p5_1p9,-2.3790959210328246,-4.540694714008846,0.1517387185927962,-7.819902665247955,PO8,PO7,-4.540694714008846,-2.3790959210328246,-2.1615987929760214,-2.1615987929760214
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_16,2,35,L,False,,False,False,True,True,314.8953749751672,False,False,True,cue_locked,cue_1p3_2p1_target_interval,-3.4754395830250355,-8.439664587361243,-1.833094105871411,-9.642241940230052,PO8,PO7,-8.439664587361243,-3.4754395830250355,-4.964225004336207,-4.964225004336207
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_17,2,36,L,False,,False,False,True,True,319.06124465505127,False,False,True,cue_locked,cue_0p3_1p2,6.149341865093923,1.587470529412185,3.234042792138354,6.655561705201784,PO8,PO7,1.587470529412185,6.149341865093923,-4.561871335681738,-4.561871335681738
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_17,2,36,L,False,,False,False,True,True,319.06124465505127,False,False,True,cue_locked,cue_0p5_1p2,6.604726434010106,2.070797321885434,3.5399399535600344,7.664251113684743,PO8,PO7,2.070797321885434,6.604726434010106,-4.533929112124673,-4.533929112124673
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_17,2,36,L,False,,False,False,True,True,319.06124465505127,False,False,True,cue_locked,cue_0p5_1p9,4.493196630553459,0.3090948878799567,1.440049149473848,5.331204195950882,PO8,PO7,0.3090948878799567,4.493196630553459,-4.184101742673502,-4.184101742673502
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_17,2,36,L,False,,False,False,True,True,319.06124465505127,False,False,True,cue_locked,cue_1p3_2p1_target_interval,-0.5828477871876176,-2.877761958589192,-3.114781807348125,0.1267286870850675,PO8,PO7,-2.877761958589192,-0.5828477871876176,-2.294914171401574,-2.294914171401574
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_18,2,37,R,True,R,True,False,False,True,323.2097505348502,False,False,True,cue_locked,cue_0p3_1p2,-5.051217617724645,-6.302198554786981,-6.649972453902978,-4.244431609385908,PO7,PO8,-5.051217617724645,-6.302198554786981,1.2509809370623364,-1.2509809370623364
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_18,2,37,R,True,R,True,False,False,True,323.2097505348502,False,False,True,cue_locked,cue_0p5_1p2,-4.334019201769499,-5.603148053929824,-5.648962063130679,-3.294296990399201,PO7,PO8,-4.334019201769499,-5.603148053929824,1.2691288521603248,-1.2691288521603248
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_18,2,37,R,True,R,True,False,False,True,323.2097505348502,False,False,True,cue_locked,cue_0p5_1p9,-4.214990812773577,0.41247873973756,-2.0609511419979425,-4.447525731363015,PO7,PO8,-4.214990812773577,0.41247873973756,-4.627469552511137,4.627469552511137
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_18,2,37,R,True,R,True,False,False,True,323.2097505348502,False,False,True,cue_locked,cue_1p3_2p1_target_interval,-4.432863951452563,2.1845928743720853,-0.6374561598028926,-7.730123293895239,PO7,PO8,-4.432863951452563,2.1845928743720853,-6.617456825824648,6.617456825824648
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_19,2,38,L,False,,False,False,True,True,327.39274051459506,False,False,True,cue_locked,cue_0p3_1p2,-2.909688269701641,-3.1700755387916364,-5.728754825980543,-1.7023438153959507,PO8,PO7,-3.1700755387916364,-2.909688269701641,-0.2603872690899949,-0.2603872690899949
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_19,2,38,L,False,,False,False,True,True,327.39274051459506,False,False,True,cue_locked,cue_0p5_1p2,-2.622738607301885,-2.71888898312136,-5.261068991545118,-1.3161586883502912,PO8,PO7,-2.71888898312136,-2.622738607301885,-0.0961503758194748,-0.0961503758194748
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_19,2,38,L,False,,False,False,True,True,327.39274051459506,False,False,True,cue_locked,cue_0p5_1p9,-0.4924626088904783,-1.5104693975960228,-2.360703600228188,2.799408838567717,PO8,PO7,-1.5104693975960228,-0.4924626088904783,-1.0180067887055446,-1.0180067887055446
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_19,2,38,L,False,,False,False,True,True,327.39274051459506,False,False,True,cue_locked,cue_1p3_2p1_target_interval,0.6333930943403125,-0.6821762317498812,-0.9313637792818464,4.28089433046513,PO8,PO7,-0.6821762317498812,0.6333930943403125,-1.3155693260901935,-1.3155693260901935
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_20,2,39,L,True,L,True,False,False,True,331.575622694334,False,False,True,cue_locked,cue_0p3_1p2,-1.003961065200116,-4.224327769337134,-1.0957745807690422,-2.0733064459570136,PO8,PO7,-4.224327769337134,-1.003961065200116,-3.2203667041370183,-3.2203667041370183
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_20,2,39,L,True,L,True,False,False,True,331.575622694334,False,False,True,cue_locked,cue_0p5_1p2,-0.4117972459867524,-3.7013645729426656,-0.3611157643961091,-1.388122841370356,PO8,PO7,-3.7013645729426656,-0.4117972459867524,-3.2895673269559134,-3.2895673269559134
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_20,2,39,L,True,L,True,False,False,True,331.575622694334,False,False,True,cue_locked,cue_0p5_1p9,-1.6087476424764289,-5.575610861387803,-1.9182282304149327,-3.705706321417023,PO8,PO7,-5.575610861387803,-1.6087476424764289,-3.9668632189113744,-3.9668632189113744
Participante 1,P01_run01_full,8.0,12.0,8.00-12.00,b2_20,2,39,L,True,L,True,False,False,True,331.575622694334,False,False,True,cue_locked,cue_1p3_2p1_target_interval,-2.431957089177535,-7.642024568416091,-2.5816108263857176,-11.065664851432873,PO8,PO7,-7.642024568416091,-2.431957089177535,-5.210067479238557,-5.210067479238557
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_1,1,0,R,True,R,True,False,False,True,161.52074895775877,False,False,True,cue_locked,cue_0p3_1p2,3.2475572968454927,-0.7811670070232715,3.876351352256956,0.6287468707302624,PO7,PO8,3.2475572968454927,-0.7811670070232715,4.028724303868764,-4.028724303868764
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_1,1,0,R,True,R,True,False,False,True,161.52074895775877,False,False,True,cue_locked,cue_0p5_1p2,3.452098809408154,-0.7039427213734009,4.827068449111095,-2.108570501288696,PO7,PO8,3.452098809408154,-0.7039427213734009,4.156041530781555,-4.156041530781555
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_1,1,0,R,True,R,True,False,False,True,161.52074895775877,False,False,True,cue_locked,cue_0p5_1p9,2.3320172325479125,-0.5229154924591807,4.8839124087343535,-0.2507414261518793,PO7,PO8,2.3320172325479125,-0.5229154924591807,2.8549327250070933,-2.8549327250070933
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_1,1,0,R,True,R,True,False,False,True,161.52074895775877,False,False,True,cue_locked,cue_1p3_2p1_target_interval,1.0047164735981615,-1.6592218241183925,3.669821945489817,-0.1521312434754049,PO7,PO8,1.0047164735981615,-1.6592218241183925,2.663938297716553,-2.663938297716553
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_2,1,1,R,False,,False,False,True,True,165.68758448248263,False,False,True,cue_locked,cue_0p3_1p2,-6.252851002134042,-3.312570964699393,-2.1978161350692176,-4.728487890122096,PO7,PO8,-6.252851002134042,-3.312570964699393,-2.940280037434649,2.940280037434649
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_2,1,1,R,False,,False,False,True,True,165.68758448248263,False,False,True,cue_locked,cue_0p5_1p2,-6.365140831227743,-2.8334583908085795,-2.2697043440278053,-5.213754867753169,PO7,PO8,-6.365140831227743,-2.8334583908085795,-3.531682440419164,3.531682440419164
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_2,1,1,R,False,,False,False,True,True,165.68758448248263,False,False,True,cue_locked,cue_0p5_1p9,-2.9224552726046644,-2.493813538506102,-1.7061260083310614,-2.689562667771068,PO7,PO8,-2.9224552726046644,-2.493813538506102,-0.4286417340985622,0.4286417340985622
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_2,1,1,R,False,,False,False,True,True,165.68758448248263,False,False,True,cue_locked,cue_1p3_2p1_target_interval,-0.6462187390614093,-0.4655694824135068,-0.3891987362372968,0.0607268660523499,PO7,PO8,-0.6462187390614093,-0.4655694824135068,-0.1806492566479024,0.1806492566479024
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_3,1,2,L,True,L,True,False,False,True,169.83623800706118,False,False,True,cue_locked,cue_0p3_1p2,-8.147940186376402,-1.6451495124879234,-0.2081802797026802,0.066787642845004,PO8,PO7,-1.6451495124879234,-8.147940186376402,6.502790673888479,6.502790673888479
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_3,1,2,L,True,L,True,False,False,True,169.83623800706118,False,False,True,cue_locked,cue_0p5_1p2,-9.436777861809633,-1.4659150074567004,-0.2400299527554196,0.5602876607339558,PO8,PO7,-1.4659150074567004,-9.436777861809633,7.970862854352932,7.970862854352932
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_3,1,2,L,True,L,True,False,False,True,169.83623800706118,False,False,True,cue_locked,cue_0p5_1p9,-4.83113352163031,0.4439629705748306,0.0100153404624337,1.675104857702319,PO8,PO7,0.4439629705748306,-4.83113352163031,5.27509649220514,5.27509649220514
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_3,1,2,L,True,L,True,False,False,True,169.83623800706118,False,False,True,cue_locked,cue_1p3_2p1_target_interval,-3.021028632967212,1.4469829520838504,0.9582046854697892,1.6955717437934137,PO8,PO7,1.4469829520838504,-3.021028632967212,4.468011585051062,4.468011585051062
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_4,1,3,R,True,R,True,False,False,True,174.03645343193784,False,False,True,cue_locked,cue_0p3_1p2,-1.1957840848049144,-2.519393830397198,-0.3943839366540569,-3.5521920971939247,PO7,PO8,-1.1957840848049144,-2.519393830397198,1.3236097455922835,-1.3236097455922835
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_4,1,3,R,True,R,True,False,False,True,174.03645343193784,False,False,True,cue_locked,cue_0p5_1p2,-0.319202498096129,-2.204446520789488,0.1874984874971437,-2.5892985025078428,PO7,PO8,-0.319202498096129,-2.204446520789488,1.885244022693359,-1.885244022693359
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_4,1,3,R,True,R,True,False,False,True,174.03645343193784,False,False,True,cue_locked,cue_0p5_1p9,0.1842412965641997,-1.918520586617158,0.490158603821091,-3.115166160672507,PO7,PO8,0.1842412965641997,-1.918520586617158,2.102761883181357,-2.102761883181357
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_4,1,3,R,True,R,True,False,False,True,174.03645343193784,False,False,True,cue_locked,cue_1p3_2p1_target_interval,0.6314616440638282,-2.4381622743887603,0.0425413487613645,-3.772474951983616,PO7,PO8,0.6314616440638282,-2.4381622743887603,3.0696239184525886,-3.0696239184525886
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_5,1,4,L,True,L,True,False,False,True,178.235036056838,False,False,True,cue_locked,cue_0p3_1p2,3.822521637735643,3.57311837083364,7.86596374737779,8.020948250280442,PO8,PO7,3.57311837083364,3.822521637735643,-0.2494032669020036,-0.2494032669020036
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_5,1,4,L,True,L,True,False,False,True,178.235036056838,False,False,True,cue_locked,cue_0p5_1p2,3.743466452525958,2.763347776225761,7.944291709850662,6.312572429268788,PO8,PO7,2.763347776225761,3.743466452525958,-0.9801186763001968,-0.9801186763001968
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_5,1,4,L,True,L,True,False,False,True,178.235036056838,False,False,True,cue_locked,cue_0p5_1p9,2.555375056544855,2.0998193043697926,7.335649239773629,5.342795942561697,PO8,PO7,2.0998193043697926,2.555375056544855,-0.4555557521750626,-0.4555557521750626
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_5,1,4,L,True,L,True,False,False,True,178.235036056838,False,False,True,cue_locked,cue_1p3_2p1_target_interval,1.5262535410292155,0.6510233534093426,6.600380868603705,3.334962795695971,PO8,PO7,0.6510233534093426,1.5262535410292155,-0.8752301876198729,-0.8752301876198729
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_6,1,5,L,False,,False,False,True,True,182.4349748818204,False,False,True,cue_locked,cue_0p3_1p2,2.5658552908080257,6.589510274186771,10.93121469744588,2.682087681360521,PO8,PO7,6.589510274186771,2.5658552908080257,4.023654983378745,4.023654983378745
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_6,1,5,L,False,,False,False,True,True,182.4349748818204,False,False,True,cue_locked,cue_0p5_1p2,2.2108753357869992,7.392119056467928,11.457499000630072,2.5306864606775563,PO8,PO7,7.392119056467928,2.2108753357869992,5.1812437206809285,5.1812437206809285
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_6,1,5,L,False,,False,False,True,True,182.4349748818204,False,False,True,cue_locked,cue_0p5_1p9,0.8286920350365029,5.809636942483428,9.41553181565651,1.2820698434123468,PO8,PO7,5.809636942483428,0.8286920350365029,4.980944907446926,4.980944907446926
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_6,1,5,L,False,,False,False,True,True,182.4349748818204,False,False,True,cue_locked,cue_1p3_2p1_target_interval,-1.373855064328905,4.0394449906521,7.2631442018107215,-0.4277131838842429,PO8,PO7,4.0394449906521,-1.373855064328905,5.413300054981005,5.413300054981005
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_7,1,6,R,False,,False,False,True,True,186.58468550629917,False,False,True,cue_locked,cue_0p3_1p2,0.0486912565401799,0.2743074729435078,5.577724121461667,5.456396544826925,PO7,PO8,0.0486912565401799,0.2743074729435078,-0.2256162164033279,0.2256162164033279
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_7,1,6,R,False,,False,False,True,True,186.58468550629917,False,False,True,cue_locked,cue_0p5_1p2,0.8800072280534124,-0.394238431865876,5.297756814722032,5.988109372657483,PO7,PO8,0.8800072280534124,-0.394238431865876,1.2742456599192884,-1.2742456599192884
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_7,1,6,R,False,,False,False,True,True,186.58468550629917,False,False,True,cue_locked,cue_0p5_1p9,2.6440225772930144,0.4807333808466829,7.494523931092708,7.112143611520942,PO7,PO8,2.6440225772930144,0.4807333808466829,2.1632891964463314,-2.1632891964463314
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_7,1,6,R,False,,False,False,True,True,186.58468550629917,False,False,True,cue_locked,cue_1p3_2p1_target_interval,3.9839917779809046,1.0341548597992194,8.712800898146622,8.4911150285773,PO7,PO8,3.9839917779809046,1.0341548597992194,2.9498369181816853,-2.9498369181816853
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_8,1,7,R,False,,False,False,True,True,190.73387373099104,False,False,True,cue_locked,cue_0p3_1p2,1.2649642712910585,3.6296416730176224,0.7794445390043027,3.3894555084035365,PO7,PO8,1.2649642712910585,3.6296416730176224,-2.364677401726564,2.364677401726564
Participante 2,P02_run01_visual_audio2,8.0,12.0,8.00-12.00,b1_8,1,7,R,False,,False,False,True,True,190.73387373099104,False,False,True,cue_locked,cue_0p5_1p2,1.5924440388582006,3.5613037472847555,0.4671291020467957,2.96558754940578,PO7,PO8,1.5924440388582006,3.5613037472847555,-1.9688597084265549,1.9688597084265549
